train_loss_step,train_acc_step,epoch,step,val_loss,val_acc,train_loss_epoch,train_acc_epoch,test_loss,test_acc
0.6361778378486633,0.5666666626930237,0,49,,,,,,
0.4797549843788147,0.8666666746139526,0,99,,,,,,
0.4149056077003479,0.800000011920929,0,149,,,,,,
0.4557614326477051,0.7333333492279053,0,199,,,,,,
0.3682888150215149,0.800000011920929,0,249,,,,,,
0.3424946367740631,0.8666666746139526,0,299,,,,,,
0.24748198688030243,0.9333333373069763,0,349,,,,,,
0.33034107089042664,0.8666666746139526,0,399,,,,,,
0.28386327624320984,0.8666666746139526,0,449,,,,,,
0.3747410476207733,0.8333333134651184,0,499,,,,,,
0.3301392197608948,0.8666666746139526,0,549,,,,,,
0.22652430832386017,0.9666666388511658,0,599,,,,,,
0.2570593059062958,0.8999999761581421,0,649,,,,,,
0.11105868965387344,0.9666666388511658,0,699,,,,,,
0.23029789328575134,0.8999999761581421,0,749,,,,,,
0.2693398892879486,0.8666666746139526,0,799,,,,,,
0.3998940885066986,0.8333333134651184,0,849,,,,,,
0.3118123412132263,0.8333333134651184,0,899,,,,,,
0.3263433575630188,0.800000011920929,0,949,,,,,,
0.25654172897338867,0.8999999761581421,0,999,,,,,,
0.25114884972572327,0.8666666746139526,0,1049,,,,,,
0.14585581421852112,0.9666666388511658,0,1099,,,,,,
0.08815798163414001,1.0,0,1149,,,,,,
0.24312938749790192,0.9333333373069763,0,1199,,,,,,
0.1755005270242691,0.9333333373069763,0,1249,,,,,,
0.41477909684181213,0.8666666746139526,0,1299,,,,,,
0.27456942200660706,0.8999999761581421,0,1349,,,,,,
0.28769955039024353,0.8999999761581421,0,1399,,,,,,
0.28326353430747986,0.8333333134651184,0,1449,,,,,,
0.16915841400623322,0.9333333373069763,0,1499,,,,,,
0.3026949167251587,0.8666666746139526,0,1549,,,,,,
0.3293822705745697,0.7666666507720947,0,1599,,,,,,
0.10747664421796799,0.9666666388511658,0,1649,,,,,,
0.13288578391075134,0.9666666388511658,0,1699,,,,,,
0.17620012164115906,0.9666666388511658,0,1749,,,,,,
0.22172503173351288,0.8333333134651184,0,1799,,,,,,
0.25053608417510986,0.9333333373069763,0,1849,,,,,,
0.12361343950033188,0.9666666388511658,0,1899,,,,,,
0.11887305229902267,0.9333333373069763,0,1949,,,,,,
0.13604432344436646,0.9666666388511658,0,1999,,,,,,
0.2824000418186188,0.8999999761581421,0,2049,,,,,,
0.14939209818840027,0.9333333373069763,0,2099,,,,,,
0.11041072010993958,1.0,0,2149,,,,,,
0.3328000009059906,0.8333333134651184,0,2199,,,,,,
0.22977390885353088,0.8999999761581421,0,2249,,,,,,
0.17738297581672668,0.8999999761581421,0,2299,,,,,,
0.3586745858192444,0.8666666746139526,0,2349,,,,,,
0.09515264630317688,1.0,0,2399,,,,,,
0.21143871545791626,0.9333333373069763,0,2449,,,,,,
0.2181813269853592,0.8999999761581421,0,2499,,,,,,
0.04100160300731659,1.0,0,2549,,,,,,
0.25591516494750977,0.8666666746139526,0,2599,,,,,,
0.15346749126911163,0.9333333373069763,0,2649,,,,,,
0.4131978452205658,0.7666666507720947,0,2699,,,,,,
0.18873277306556702,0.8999999761581421,0,2749,,,,,,
0.22022217512130737,0.8999999761581421,0,2799,,,,,,
0.18671534955501556,0.8999999761581421,0,2849,,,,,,
0.17223840951919556,0.9666666388511658,0,2899,,,,,,
0.24776266515254974,0.9333333373069763,0,2949,,,,,,
0.15596657991409302,0.9333333373069763,0,2999,,,,,,
0.21522578597068787,0.8666666746139526,0,3049,,,,,,
0.31224313378334045,0.8999999761581421,0,3099,,,,,,
0.24164390563964844,0.8666666746139526,0,3149,,,,,,
0.1374794989824295,0.9333333373069763,0,3199,,,,,,
0.24042925238609314,0.9333333373069763,0,3249,,,,,,
0.2015301138162613,0.8999999761581421,0,3299,,,,,,
0.33177369832992554,0.8999999761581421,0,3349,,,,,,
0.07725444436073303,1.0,0,3399,,,,,,
0.4330911934375763,0.8999999761581421,0,3449,,,,,,
0.1490974724292755,0.9333333373069763,0,3499,,,,,,
0.17357037961483002,0.8999999761581421,0,3549,,,,,,
0.2292972207069397,0.8666666746139526,0,3599,,,,,,
0.18986673653125763,0.8999999761581421,0,3649,,,,,,
0.19557829201221466,0.8999999761581421,0,3699,,,,,,
0.1992611289024353,0.8666666746139526,0,3749,,,,,,
0.15410774946212769,0.9333333373069763,0,3799,,,,,,
0.10801967978477478,0.9333333373069763,0,3849,,,,,,
0.21305818855762482,0.8999999761581421,0,3899,,,,,,
0.15268529951572418,0.9333333373069763,0,3949,,,,,,
